Task ID,TF1,TF2,TF3,TF4,TF5,TF6,TF7,TF8,TF9,TF10,TF11,TF12,TF13,TF14,TF15,TF16,TF17,TF18,TF19,TF20,TF21,TF22,TF23,TF24,TF25,TF26,TF27,TF28,TF29,TF30,TF31,TF32,TF33,TF34,TF35,TF36,TF37,TF38,TF39,TF40,TF41,TF42,TF43,TF44,TF45,TF46,TF47,TF48,TF49,TF50,TF51,TF52,TF53,TF54,TF55,TF56,TF57,TF58,TF59,TF60,TF61,TF62,TF63,TF64,TF65,TF66,TF67,TF68,TF69,TF70,TF71,TF72,TF73,TF74,TF76,TF77,TF78,TF80,TF81,TF82,TF83,TF85,TF86,TF87,TF89,TF90,TF91,TF93,TF94,TF95,TF97,TF98,TF99,TF101,TF102,TF103,TF105,TF106,TF107,TF109,TF110,TF111,TF113,TF114,TF115,TF116
2020 03 28,12," 4,122 "," 209,100,396 ", 909.00 ,22%," 50,022,680 ",24%," 1,089 ",0.26," 64,319,591 ",0.31, 683 ,0.17," 36,838,490 ",0.18," 1,514.44 ",426.82,0.426790199," 2,200 ",757.0,69.2,54.36,116," 1,802,589.62 "," 2,786,579.17 "," 20,902,535.00 "," 7,992.00 ",35.53,80.07,758,1,12.93,14.664,75,1,389," 29,668,125 ",0.09,0.14,2013," 117,631,278 ",0.49,0.56,637," 43,935,668 ",0.15,0.21,1765," 103,363,735 ",0.43,0.49," 1,720 ",0.42," 61,800,993 ",0.3,2402,0.58," 147,299,403 ",0.7,1428,0.59," 82,254,666 ",0.56,0.41," 65,044,737 ",0.44,3.09,4.43,3,24,-15,131.24,158.41,495," 4,955,115.63 "," 5,103,054.56 "," 16,158,324.00 ",22,265.13,259.28,767," 11,632,492.82 "," 10,161,225.44 "," 34,203,756.00 ",189.09,260.23,733," 7,407,358.13 "," 9,059,861.75 "," 24,320,464.00 ",190.36,189.93,681," 7,918,687.15 "," 6,555,008.40 "," 22,360,572.00 ",20.43,77.09,688," 615,525.03 "," 2,387,624.14 "," 22,809,936.00 ",349,0.084667637,15029786,0.07
2020 05 06,12," 3,364 "," 184,806,910 ", 486.00 ,14%," 33,494,261 ",18%, 888 ,0.26," 58,465,109 ",0.32, 593 ,0.18," 34,055,013 ",0.18," 1,515.39 ",431.19,0.450922994," 2,200 ",757.0,70.34,54.59,102," 1,811,832.45 "," 2,710,311.80 "," 16,021,467.00 "," 8,271.00 ",32.98,68.73,556,1,13.02,15.046,75,1,246," 21,753,987 ",0.07,0.12,1721," 108,904,764 ",0.51,0.59,411," 31,453,263 ",0.12,0.17,1556," 99,205,488 ",0.46,0.54," 1,397 ",0.42," 54,148,159 ",0.29,1967,0.58," 130,658,751 ",0.71,1073,0.55," 66,749,611 ",0.51,0.45," 63,909,140 ",0.49,3.29,4.34,3,23,-16,108.33,132.54,432," 4,519,923.28 "," 4,689,367.16 "," 15,911,792.00 ",15,222.81,225.98,658," 10,463,678.26 "," 9,231,458.06 "," 30,519,726.00 ",165.3,233.61,635," 6,830,042.13 "," 8,338,612.27 "," 21,412,624.00 ",159.78,168.96,611," 7,165,066.21 "," 6,090,561.73 "," 20,712,275.00 ",20.17,66.46,618," 634,810.70 "," 2,153,207.49 "," 21,161,639.00 ",308,0.091557669,15390630,0.08
2020 06 09,6," 3,278 "," 192,872,167 ", 476.00 ,15%," 33,043,361 ",17%," 1,144 ",0.35," 75,802,817 ",0.39, 621 ,0.19," 36,264,685 ",0.19," 1,445.49 ",428.6,0.630702059," 2,200 ",757.0,77.08,54.87,121," 1,593,984.85 "," 2,671,694.63 "," 17,264,330.00 "," 8,644.00 ",27.09,51.15,450,1,10.4,13.787,80,1,311," 29,153,133 ",0.09,0.15,1728," 107,072,980 ",0.53,0.56,593," 48,934,956 ",0.18,0.25,1446," 87,291,157 ",0.44,0.45," 1,239 ",0.38," 56,646,054 ",0.29,2039,0.62," 136,226,113 ",0.71,1188,0.58," 78,054,758 ",0.57,0.42," 58,171,355 ",0.43,4.67,8.97,3,64,-18,79.37,92.47,361," 4,703,383.74 "," 5,434,094.59 "," 18,402,519.00 ",32,207.31,202.46,606," 13,704,250.03 "," 14,979,035.67 "," 49,231,343.00 ",139.98,167.11,501," 8,785,158.85 "," 10,633,698.54 "," 40,814,326.00 ",126.38,120.62,459," 7,853,913.37 "," 7,623,679.00 "," 23,795,050.00 ",13.5,48.21,463," 538,553.47 "," 2,073,212.94 "," 24,168,507.00 ",427,0.130262355,22504951,0.12
2020 07 22,17," 3,512 "," 220,070,007 ", 905.00 ,26%," 60,107,392 ",27%, 874 ,0.25," 59,317,771 ",0.27, 664 ,0.19," 41,212,197 ",0.19," 1,405.35 ",349.81,0.959288599," 2,200 ",59.0,89.39,45.26,120," 1,833,916.73 "," 3,239,264.60 "," 16,490,989.00 "," 2,628.00 ",29.27,48.0,304,1,11.83,16.149,80,1,284," 22,506,800 ",0.08,0.1,2378," 163,960,048 ",0.68,0.75,483," 38,218,895 ",0.14,0.17,2179," 148,247,953 ",0.62,0.67, 850 ,0.24," 33,603,159 ",0.15,2662,0.76," 186,466,848 ",0.85,1024,0.38," 68,658,783 ",0.37,0.62," 117,808,065 ",0.63,4.82,9.32,5,475,-21,64.39,62.01,236," 4,298,880.96 "," 4,456,631.29 "," 22,867,016.00 ",27,140.93,110.49,370," 10,060,797.87 "," 10,091,122.29 "," 39,247,769.00 ",85.16,114.08,338," 6,193,216.45 "," 9,324,458.74 "," 37,068,811.00 ",103.38,83.77,313," 7,116,565.22 "," 7,059,073.96 "," 34,531,550.00 ",5.8,29.67,314," 257,210.46 "," 1,329,494.73 "," 13,536,737.00 ",312,0.088838269,14839704,0.07
2020 08 04,0," 4,767 "," 278,792,402 "," 1,215.00 ",25%," 87,557,248 ",31%," 1,038 ",0.22," 62,825,715 ",0.23, 820 ,0.17," 48,328,267 ",0.17," 1,484.76 ",385.65,0.649069113," 2,200 ",59.0,76.67,51.87,127," 2,195,215.76 "," 3,973,703.00 "," 23,271,139.00 "," 10,738.00 ",37.54,67.01,556,1,12.58,16.218,80,1,340," 27,055,689 ",0.07,0.1,2752," 195,701,149 ",0.58,0.7,617," 47,627,110 ",0.13,0.17,2475," 175,129,728 ",0.52,0.63," 1,675 ",0.35," 56,035,564 ",0.2,3092,0.65," 222,756,838 ",0.8,1235,0.4," 79,490,099 ",0.36,0.6," 143,266,739 ",0.64,5.37,9.02,5,473,-26,94.8,111.35,468," 5,145,749.78 "," 5,418,148.01 "," 25,093,238.00 ",16,190.98,176.0,609," 11,100,320.80 "," 10,305,724.00 "," 40,795,750.00 ",130.09,186.98,585," 6,991,655.95 "," 10,192,025.87 "," 39,366,902.00 ",140.56,131.96,557," 7,976,711.08 "," 7,688,253.83 "," 37,041,878.00 ",18.98,71.28,567," 625,549.93 "," 2,506,860.98 "," 22,039,095.00 ",93,0.019509125,3058291,0.01
2020 09 01,0," 5,792 "," 327,432,022 "," 1,619.00 ",28%," 105,875,589 ",32%," 1,097 ",0.19," 71,537,962 ",0.22, 874 ,0.15," 51,768,065 ",0.16," 1,527.26 ",396.94,0.505234449," 2,200 ",65.0,70.88,53.44,124," 2,640,580.82 "," 4,955,210.28 "," 35,757,503.00 "," 5,188.00 ",46.71,96.34,820,1,14.68,17.701,80,1,390," 34,821,718 ",0.07,0.11,3201," 222,406,761 ",0.55,0.68,681," 54,218,703 ",0.12,0.17,2910," 203,009,776 ",0.5,0.62," 2,201 ",0.38," 70,203,543 ",0.21,3591,0.62," 257,228,479 ",0.79,1432,0.4," 92,868,700 ",0.36,0.6," 164,359,779 ",0.64,3.38,4.97,3,32,-30,147.39,182.46,682," 6,775,492.17 "," 7,433,930.31 "," 36,767,567.00 ",12,285.31,289.46,921," 14,626,753.34 "," 13,448,381.94 "," 54,133,230.00 ",214.86,306.43,902," 10,136,116.61 "," 13,629,582.06 "," 52,238,577.00 ",211.37,218.16,867," 10,488,108.48 "," 10,218,672.60 "," 49,219,372.00 ",32.31,109.26,875," 924,983.41 "," 3,294,170.58 "," 29,172,807.00 ",552,0.095303867,28894396,0.09
2020 10 09,1," 6,187 "," 318,294,755 "," 1,354.00 ",22%," 68,893,297 ",22%," 1,403 ",0.23," 97,913,418 ",0.31, 946 ,0.15," 54,277,413 ",0.17," 1,531.59 ",420.72,0.431731414," 2,200 ",757.0,68.51,54.69,120," 2,652,456.29 "," 5,007,841.77 "," 31,984,898.00 "," 2,091.00 ",51.56,130.35,1282,1,15.65,18.06,80,0,365," 30,671,412 ",0.06,0.1,3164," 203,695,062 ",0.51,0.64,751," 54,975,537 ",0.12,0.17,2778," 179,390,937 ",0.45,0.56," 2,658 ",0.43," 83,928,281 ",0.26,3529,0.57," 234,366,474 ",0.74,1728,0.49," 113,685,629 ",0.49,0.51," 120,680,845 ",0.51,3.6,4.82,3,27,-38,224.2,290.04,904," 8,310,996.31 "," 8,480,739.50 "," 31,162,860.00 ",18,398.95,428.22,1218," 17,313,744.16 "," 16,036,706.17 "," 56,464,910.00 ",329.99,449.19,1218," 12,977,147.94 "," 14,904,146.00 "," 46,444,204.00 ",288.68,319.84,1135," 11,483,025.46 "," 9,966,227.38 "," 36,313,855.00 ",43.41,164.4,926," 1,194,896.89 "," 4,604,756.55 "," 29,023,894.00 ",454,0.073379667,16180687,0.05
2020 10 13,1," 5,990 "," 309,700,003 "," 1,226.00 ",20%," 62,295,317 ",20%," 1,343 ",0.22," 95,386,180 ",0.31, 858 ,0.14," 51,637,468 ",0.17," 1,536.08 ",418.91,0.394310782," 2,200 ",757.0,68.28,53.72,124," 2,497,580.67 "," 4,758,361.69 "," 29,691,817.00 "," 2,091.00 ",48.31,118.96,1144,1,14.98,17.789,80,0,369," 31,389,940 ",0.06,0.1,2936," 189,038,182 ",0.49,0.61,709," 52,997,826 ",0.12,0.17,2596," 167,430,296 ",0.43,0.54," 2,685 ",0.45," 89,271,881 ",0.29,3305,0.55," 220,428,122 ",0.71,1664,0.5," 109,658,135 ",0.5,0.5," 110,769,987 ",0.5,2.55,4.86,2,26,-39,203.78,258.52,842," 7,813,603.49 "," 7,938,357.28 "," 29,761,623.00 ",19,380.94,389.1,1182," 16,891,317.31 "," 15,531,834.90 "," 56,254,543.00 ",310.57,406.18,1115," 12,538,174.75 "," 14,048,717.24 "," 46,285,036.00 ",270.08,286.21,1060," 11,063,314.09 "," 9,416,393.40 "," 34,495,504.00 ",47.92,164.3,1061," 1,383,291.57 "," 4,837,467.28 "," 32,115,816.00 ",892,0.148914858,36156794,0.12
2020 10 16,1," 6,116 "," 319,577,658 "," 1,353.00 ",22%," 67,348,275 ",21%," 1,479 ",0.24," 104,077,996 ",0.33, 955 ,0.16," 56,550,775 ",0.18," 1,514.45 ",420.25,0.476489369," 2,200 ",757.0,71.51,53.33,123," 2,598,192.34 "," 4,789,656.52 "," 31,397,760.00 "," 2,091.00 ",49.72,119.09,1159,1,14.83,17.85,80,0,420," 34,395,338 ",0.07,0.11,3113," 197,567,357 ",0.51,0.62,829," 60,158,555 ",0.14,0.19,2704," 171,804,140 ",0.44,0.54," 2,583 ",0.42," 87,614,963 ",0.27,3533,0.58," 231,962,695 ",0.73,1834,0.52," 119,157,512 ",0.51,0.48," 112,805,183 ",0.49,3.13,5.12,2,26,-39,204.57,262.72,862," 8,097,424.18 "," 8,416,284.30 "," 29,759,021.00 ",17,382.91,392.42,1180," 17,662,667.26 "," 16,460,544.96 "," 60,040,847.00 ",305.16,411.65,1126," 12,837,431.95 "," 14,818,126.34 "," 49,466,627.00 ",273.05,289.59,1074," 11,658,347.79 "," 10,071,354.02 "," 34,394,048.00 ",44.6,159.86,851," 1,347,069.03 "," 4,905,278.83 "," 28,456,609.00 ",680,0.11118378,23980440,0.08
2020 10 19,1," 5,732 "," 308,362,794 "," 1,128.00 ",20%," 59,332,740 ",19%," 1,461 ",0.25," 104,343,060 ",0.34, 907 ,0.16," 52,064,346 ",0.17," 1,511.36 ",425.14,0.47247274," 2,200 ",757.0,71.74,53.25,123," 2,507,014.59 "," 4,666,838.16 "," 31,431,538.00 "," 1,791.00 ",46.6,114.0,1123,1,14.46,17.59,80,0,404," 34,749,365 ",0.07,0.11,2870," 189,364,677 ",0.5,0.61,736," 57,417,507 ",0.13,0.19,2538," 166,696,535 ",0.44,0.54," 2,458 ",0.43," 84,248,752 ",0.27,3274,0.57," 224,114,042 ",0.73,1681,0.51," 114,910,645 ",0.51,0.49," 109,203,397 ",0.49,2.65,5.1,1,25,-40,190.43,244.42,791," 7,688,398.90 "," 7,908,733.94 "," 28,008,174.00 ",20,352.56,363.98,1119," 16,739,790.78 "," 16,037,482.02 "," 59,871,654.00 ",282.19,380.58,1084," 12,030,886.59 "," 13,878,257.09 "," 50,501,233.00 ",250.77,269.44,999," 10,964,731.21 "," 9,542,545.39 "," 31,867,674.00 ",39.89,145.35,794," 1,201,760.10 "," 4,443,335.90 "," 26,580,522.00 ",902,0.157362177,28623422,0.09
2020 10 21,1," 6,006 "," 325,994,292 "," 1,184.00 ",20%," 66,251,528 ",20%," 1,559 ",0.26," 110,234,293 ",0.34, 987 ,0.16," 57,680,808 ",0.18," 1,497.11 ",414.93,0.512415712," 2,200 ",757.0,73.77,52.03,124," 2,628,986.23 "," 4,907,839.52 "," 30,192,991.00 "," 4,460.00 ",48.44,112.2,1065,1,13.74,17.69,80,0,388," 32,785,489 ",0.06,0.1,3048," 203,903,401 ",0.51,0.63,716," 55,516,276 ",0.12,0.17,2720," 181,172,614 ",0.45,0.56," 2,570 ",0.43," 89,305,402 ",0.27,3436,0.57," 236,688,890 ",0.73,1685,0.49," 116,756,379 ",0.49,0.51," 119,932,511 ",0.51,3.13,5.23,2,25,-40,171.99,211.23,722," 7,419,819.60 "," 7,437,440.79 "," 30,458,907.00 ",24,332.73,320.36,1047," 16,711,864.92 "," 16,309,131.16 "," 61,479,118.00 ",253.03,330.94,1003," 11,413,774.49 "," 13,172,167.53 "," 55,016,387.00 ",236.08,235.33,922," 11,019,802.61 "," 9,565,029.22 "," 33,955,926.00 ",32.96,124.63,712," 1,010,041.49 "," 3,857,021.25 "," 24,032,295.00 ",1026,0.170829171,39555885,0.12
2020 10 23,1," 6,403 "," 338,281,087 "," 1,223.00 ",19%," 66,936,748 ",20%," 1,590 ",0.25," 110,908,477 ",0.33," 1,031 ",0.16," 60,186,093 ",0.18," 1,502.41 ",411.42,0.499464726," 2,200 ",757.0,71.87,52.74,126," 2,684,770.53 "," 5,004,393.70 "," 31,109,110.00 "," 4,460.00 ",50.82,120.76,1161,1,14.0,17.518,80,0,390," 31,582,288 ",0.06,0.09,3211," 212,665,759 ",0.5,0.63,755," 56,685,441 ",0.12,0.17,2846," 187,562,606 ",0.44,0.55," 2,802 ",0.44," 94,033,040 ",0.28,3601,0.56," 244,248,047 ",0.72,1742,0.48," 117,546,641 ",0.48,0.52," 126,701,406 ",0.52,3.6,5.24,2,25,-40,184.67,231.19,797," 7,546,604.86 "," 7,633,955.11 "," 30,625,031.00 ",23,346.23,340.61,1086," 16,508,412.05 "," 15,715,653.13 "," 59,290,377.00 ",266.71,356.99,1077," 11,326,746.91 "," 13,331,316.32 "," 53,023,920.00 ",251.18,255.83,1002," 11,117,569.57 "," 9,497,917.25 "," 35,852,889.00 ",34.44,132.03,951," 1,017,771.13 "," 3,949,420.09 "," 29,270,056.00 ",852,0.133062627,30270664,0.09
2020 10 28,1," 5,836 "," 319,952,799 ", 928.00 ,16%," 54,920,336 ",17%," 1,397 ",0.24," 98,811,391 ",0.31, 942 ,0.16," 55,127,892 ",0.17," 1,516.65 ",420.35,0.464968642," 2,200 ",757.0,70.15,53.86,124," 2,580,264.51 "," 4,838,543.14 "," 31,310,810.00 "," 4,460.00 ",47.06,111.95,1065,1,14.72,18.081,80,1,348," 32,142,226 ",0.06,0.1,2907," 203,098,492 ",0.5,0.63,613," 53,523,690 ",0.11,0.17,2642," 181,717,028 ",0.45,0.57," 2,581 ",0.44," 84,712,081 ",0.26,3255,0.56," 235,240,718 ",0.74,1515,0.47," 108,669,780 ",0.46,0.53," 126,570,938 ",0.54,3.57,5.18,3,24,-29,181.17,219.37,789," 7,515,213.21 "," 7,560,594.51 "," 34,112,139.00 ",19,336.67,328.21,1101," 15,854,492.60 "," 14,114,292.35 "," 52,667,363.00 ",262.13,344.75,1057," 10,967,133.17 "," 12,768,049.63 "," 42,919,731.00 ",248.15,247.16,980," 11,087,085.35 "," 9,328,363.11 "," 39,506,883.00 ",38.28,133.55,871," 1,122,134.77 "," 3,947,792.96 "," 26,161,144.00 ",862,0.147703907,30335426,0.09
2020 10 30,1," 5,898 "," 327,142,919 "," 1,041.00 ",18%," 62,667,552 ",19%," 1,435 ",0.24," 101,236,002 ",0.31, 963 ,0.16," 58,008,786 ",0.18," 1,489.73 ",404.74,0.550063887," 2,200 ",757.0,74.06,52.22,125," 2,617,143.35 "," 4,732,036.76 "," 30,269,948.00 "," 4,460.00 ",47.18,106.03,994,1,13.92,17.886,80,1,371," 35,070,249 ",0.06,0.11,3105," 212,393,873 ",0.53,0.65,682," 59,464,209 ",0.12,0.18,2794," 187,999,913 ",0.47,0.57," 2,422 ",0.41," 79,678,797 ",0.24,3476,0.59," 247,464,122 ",0.76,1637,0.47," 116,544,359 ",0.47,0.53," 130,919,763 ",0.53,3.82,5.06,3,24,-21,149.64,169.63,613," 6,747,408.28 "," 6,679,972.60 "," 33,194,033.00 ",31,303.13,274.44,924," 15,585,121.19 "," 14,711,205.05 "," 56,846,958.00 ",222.86,289.36,878," 10,281,080.23 "," 12,465,200.11 "," 47,006,974.00 ",215.67,195.36,797," 10,510,700.67 "," 9,047,228.28 "," 39,011,174.00 ",26.07,103.36,776," 780,712.15 "," 3,141,173.31 "," 23,423,542.00 ",729,0.123601221,25159889,0.08
2021 03 15,3," 5,891 "," 536,846,595 "," 1,849.00 ",31%," 111,440,399 ",21%," 2,026.00 ",0.34," 167,512,998 ",0.31,1368,0.23," 108,984,642 ",0.2," 1,289.61 ",271.13,1.077183016," 2,200 ",750.0,106.81,29.49,155," 3,463,526.42 "," 5,165,147.37 "," 34,820,654.00 "," 17,097.00 ",38.01,69.49,433,1,11.57,20.173,87,1,446," 58,930,853 ",0.08,0.11,4628," 331,278,407 ",0.79,0.62,862," 93,157,757 ",0.15,0.17,4212," 297,051,503 ",0.71,0.55,817,0.14," 146,637,335 ",0.27,5074,0.86," 390,209,260 ",0.73,2361,0.47," 182,493,453 ",0.47,0.53," 207,715,807 ",0.53,2.78,16.12,4,41,-115,106.38,89.09,462," 7,564,273.44 "," 7,614,446.91 "," 40,826,096.00 ",57,352.88,312.62,1052," 30,165,402.92 "," 30,083,979.26 "," 102,345,429.00 ",183.67,222.4,660," 17,167,565.75 "," 21,786,049.99 "," 66,933,430.00 ",216.59,170.38,578," 16,742,159.69 "," 14,910,046.91 "," 55,743,709.00 ",2.8,13.99,114," 498,590.83 "," 2,757,294.02 "," 32,354,731.00 ",259,0.043965371,21340522,0.04
2021 03 18,3," 6,593 "," 576,091,881 "," 2,228.00 ",34%," 128,602,515 ",22%," 2,249.00 ",0.34," 181,583,901 ",0.32,1555,0.24," 116,267,817 ",0.2," 1,293.94 ",272.14,1.096330294," 2,200 ",750.0,106.84,28.67,154," 3,740,856.37 "," 5,668,392.42 "," 40,103,910.00 "," 64,284.00 ",42.81,77.4,526,1,11.66,20.345,87,1,525," 61,468,971 ",0.08,0.11,5190," 365,622,564 ",0.79,0.63,1020," 100,446,567 ",0.15,0.17,4695," 326,644,968 ",0.71,0.57,878,0.13," 149,000,346 ",0.26,5715,0.87," 427,091,535 ",0.74,2688,0.47," 201,465,585 ",0.47,0.53," 225,625,950 ",0.53,3.55,15.53,5,41,-115,117.76,98.64,512," 8,433,956.41 "," 8,452,602.73 "," 44,111,378.00 ",59,392.15,351.37,1179," 32,414,899.89 "," 32,733,117.00 "," 111,480,393.00 ",204.08,248.77,945," 18,426,534.71 "," 23,564,153.84 "," 84,098,420.00 ",241.23,191.6,637," 18,102,071.07 "," 16,074,843.66 "," 54,138,278.00 ",2.58,13.51,114," 457,874.22 "," 2,644,738.97 "," 32,319,826.00 ",604,0.091612316,33614822,0.06
2021 03 22,1," 6,083 "," 551,512,431 "," 1,843.00 ",30%," 109,815,447 ",20%," 2,214.00 ",0.36," 181,756,944 ",0.33,1487,0.24," 113,842,718 ",0.21," 1,277.18 ",263.29,1.103461282," 2,200 ",750.0,107.71,26.34,155," 3,558,144.72 "," 5,442,934.93 "," 36,169,790.00 "," 48,774.00 ",39.25,70.68,443,1,11.04,20.128,89,1,483," 59,534,460 ",0.08,0.11,4790," 346,308,397 ",0.79,0.63,982," 100,036,037 ",0.16,0.18,4291," 305,806,820 ",0.71,0.55,810,0.13," 145,669,574 ",0.26,5273,0.87," 405,842,857 ",0.74,2498,0.47," 197,091,435 ",0.49,0.53," 208,751,422 ",0.51,3.11,16.1,5,40,-116,108.33,89.94,462," 8,138,113.87 "," 8,218,048.20 "," 41,141,995.00 ",62,381.62,359.7,1188," 32,497,629.46 "," 33,729,417.07 "," 112,088,987.00 ",204.33,240.55,936," 18,780,214.50 "," 23,538,287.00 "," 83,460,077.00 ",223.42,183.77,561," 17,372,538.91 "," 15,979,232.42 "," 52,319,502.00 ",1.54,8.49,82," 418,054.99 "," 2,593,864.17 "," 32,369,090.00 ",332,0.054578333,14173470,0.03
2021 03 23,1," 6,182 "," 556,260,479 "," 1,782.00 ",29%," 104,726,156 ",19%," 2,293.00 ",0.37," 185,975,518 ",0.33,1486,0.24," 115,446,917 ",0.21," 1,275.48 ",262.05,1.035165551," 2,200 ",750.0,107.58,26.74,155," 3,588,777.28 "," 5,402,822.17 "," 33,593,821.00 "," 48,774.00 ",39.88,70.08,426,1,10.83,19.647,89,1,495," 59,769,421 ",0.08,0.11,4853," 349,468,421 ",0.79,0.63,1013," 100,906,646 ",0.16,0.18,4335," 308,331,196 ",0.7,0.55,834,0.13," 147,022,637 ",0.26,5348,0.87," 409,237,842 ",0.74,2593,0.48," 200,462,609 ",0.49,0.52," 208,775,233 ",0.51,2.45,15.98,3,40,-116,108.82,87.52,450," 8,116,206.84 "," 7,996,779.25 "," 40,810,163.00 ",65,391.31,373.02,1239," 32,880,883.90 "," 34,179,044.42 "," 113,541,692.00 ",206.6,245.9,964," 18,731,332.46 "," 23,656,867.22 "," 85,820,935.00 ",227.52,186.63,554," 17,594,714.25 "," 16,037,415.13 "," 53,483,664.00 ",2.44,12.75,141," 471,988.04 "," 2,660,348.76 "," 31,682,135.00 ",662,0.107085086,37618618,0.07
2021 03 25,1," 6,695 "," 576,374,193 "," 2,068.00 ",31%," 114,294,802 ",20%," 2,371.00 ",0.35," 188,119,092 ",0.33,1575,0.24," 119,432,412 ",0.21," 1,297.84 ",282.4,1.140973245," 2,200 ",757.0,106.08,27.35,154," 3,742,689.56 "," 5,799,207.96 "," 39,069,417.00 "," 25,586.00 ",43.47,76.13,493,1,9.99,18.908,88,1,522," 61,089,907 ",0.08,0.11,5155," 361,620,273 ",0.77,0.63,1078," 104,002,627 ",0.16,0.18,4599," 318,707,553 ",0.69,0.55,1018,0.15," 153,664,013 ",0.27,5677,0.85," 422,710,180 ",0.73,2796,0.49," 211,007,010 ",0.5,0.51," 211,703,170 ",0.5,2.86,15.54,3,40,-116,117.7,92.34,474," 8,839,837.30 "," 8,565,580.41 "," 43,347,728.00 ",60,412.33,379.37,1284," 34,199,159.84 "," 34,478,563.08 "," 116,003,936.00 ",214.86,255.17,1017," 19,323,675.58 "," 24,134,982.16 "," 88,437,874.00 ",243.12,195.31,590," 18,588,193.56 "," 16,520,836.87 "," 55,689,657.00 ",2.91,14.66,148," 541,219.47 "," 2,817,829.03 "," 34,288,304.00 ",509,0.076026886,26635360,0.05
2021 03 29,1," 6,171 "," 548,310,053 "," 1,728.00 ",28%," 93,426,594 ",17%," 2,287.00 ",0.37," 182,840,079 ",0.33,1513,0.25," 116,423,835 ",0.21," 1,276.10 ",257.05,0.951966286," 2,200 ",757.0,107.07,26.59,150," 3,655,400.35 "," 5,655,545.96 "," 40,314,572.00 "," 24,387.00 ",41.14,72.28,488,1,10.23,19.714,88,1,494," 58,738,639 ",0.08,0.11,4811," 342,815,023 ",0.78,0.63,1044," 100,666,022 ",0.17,0.18,4261," 300,887,640 ",0.69,0.55,866,0.14," 146,756,391 ",0.27,5305,0.86," 401,553,662 ",0.73,2680,0.51," 202,766,869 ",0.5,0.49," 198,786,793 ",0.5,3.07,16.23,4,39,-117,113.93,92.74,483," 8,480,211.83 "," 8,655,403.42 "," 45,153,385.00 ",64,393.49,374.13,1234," 32,524,544.84 "," 34,161,762.90 "," 112,518,211.00 ",206.85,253.38,979," 18,683,781.27 "," 24,263,367.03 "," 85,659,991.00 ",233.55,191.37,583," 17,897,522.54 "," 16,456,896.16 "," 53,080,435.00 ",2.46,12.67,147," 478,874.03 "," 2,664,455.23 "," 31,500,335.00 ",856,0.138713337,48583004,0.09
2021 03 31,1," 6,965 "," 596,553,110 "," 2,141.00 ",31%," 124,578,550 ",21%," 2,536.00 ",0.36," 195,746,142 ",0.33,1634,0.23," 123,407,533 ",0.21," 1,292.52 ",283.73,1.146689679," 2,200 ",757.0,106.58,26.95,151," 3,950,682.85 "," 6,400,100.29 "," 52,245,244.00 "," 46,180.00 ",46.13,86.02,677,1,11.44,21.258,88,1,523," 60,032,832 ",0.08,0.1,5411," 384,162,498 ",0.78,0.64,1091," 103,682,493 ",0.16,0.17,4843," 340,512,837 ",0.7,0.57,1031,0.15," 152,357,780 ",0.26,5934,0.85," 444,195,330 ",0.74,2924,0.49," 216,822,743 ",0.49,0.51," 227,372,587 ",0.51,2.97,15.7,3,39,-117,138.61,121.49,604," 10,222,365.18 "," 10,916,628.37 "," 55,310,813.00 ",65,471.82,439.33,1420," 38,499,593.80 "," 38,308,558.52 "," 122,427,708.00 ",259.59,301.83,1151," 22,965,940.99 "," 27,655,980.26 "," 94,366,133.00 ",280.91,232.2,711," 21,239,104.80 "," 19,227,793.87 "," 63,569,064.00 ",2.02,11.91,175," 448,764.36 "," 2,622,927.80 "," 34,062,331.00 ",568,0.08155061,31754557,0.05
2021 04 06,1," 5,850 "," 535,730,998 "," 1,781.00 ",30%," 98,469,203 ",18%," 2,176.00 ",0.37," 177,754,991 ",0.33,1384,0.24," 109,943,078 ",0.21," 1,281.50 ",276.26,1.199030938," 2,200 ",44.0,108.35,25.78,151," 3,547,887.40 "," 5,881,814.81 "," 46,751,703.00 "," 46,180.00 ",38.74,75.22,579,1,11.79,21.452,88,1,490," 57,751,592 ",0.08,0.11,4678," 340,261,836 ",0.8,0.64,915," 93,549,121 ",0.16,0.17,4253," 304,464,307 ",0.73,0.57,682,0.12," 137,717,570 ",0.26,5168,0.88," 398,013,428 ",0.74,2532,0.49," 196,340,518 ",0.49,0.51," 201,672,910 ",0.51,2.5,16.62,3,38,-118,127.07,107.12,522," 9,626,976.76 "," 9,968,275.88 "," 49,852,742.00 ",77,442.58,391.13,1263," 37,109,795.66 "," 36,077,038.19 "," 114,537,155.00 ",243.87,274.43,994," 22,291,746.55 "," 26,340,640.24 "," 87,354,484.00 ",262.8,206.55,650," 20,406,071.45 "," 17,730,780.12 "," 58,224,737.00 ",1.51,8.89,103," 412,975.45 "," 2,628,777.37 "," 32,509,752.00 ",588,0.100512821,28144238,0.05
